AppID,Name,Number of languages,Languages
1874170,Shredders,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
245490,Trials Fusionâ„¢,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Japanese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
1025240,GLAD VALAKAS TOWER DEFENCE 2,1.0,['Russian']
495420,State of Decay 2: Juggernaut Edition,8.0,"['English', 'French', 'Italian', 'German', 'Portuguese-Brazil', 'Russian', 'Spanish-LatinAmerica', 'SimplifiedChinese']"
754120,Ninja Stealth 3,1.0,['English']
1460040,Love Fantasy,2.0,"['English', 'SimplifiedChinese']"
914290,Welcome to Princeland,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Polish', 'Russian', 'Turkish']"
32440,LEGOÂ® Star Warsâ„¢ - The Complete Saga,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
1516750,Alien Marauder,4.0,"['English', 'TraditionalChinese', 'Spanish-LatinAmerica', 'Russian']"
600750,Star Trek Timelines,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil']"
340800,Unhack,1.0,['English']
674400,Einar,1.0,['English']
380020,Three Heroes,2.0,"['English', 'Russian']"
411300,ELEX,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'Czech', 'SimplifiedChinese']"
339610,Freestyle 2: Street Basketball,5.0,"['English', 'German', 'French', 'Thai', 'Japanese']"
1041920,If Found...,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'TraditionalChinese']"
209230,Sherlock Holmes and The Hound of The Baskervilles,11.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Russian', 'Japanese', 'Danish', 'Dutch', 'Swedish', 'Portuguese-Brazil']"
896380,Before Nightfall,2.0,"['English', 'Russian']"
544590,Death Dojo,1.0,['English']
858360,The Initiate 2: The First Interviews,1.0,['English']
527470,Donuts'n'Justice,1.0,['English']
472060,Ortus Regni,1.0,['English']
1551360,Forza Horizon 5,16.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'TraditionalChinese', 'Turkish']"
331790,Data Hacker: Reboot,1.0,['English']
1171370,The Supper,1.0,['English']
236790,Agricultural Simulator 2013 - Steam Edition,11.0,"['English', 'German', 'French', 'Polish', 'Czech', 'Danish', 'Finnish', 'Italian', 'Norwegian', 'Swedish', 'Spanish-Spain']"
331760,Supreme League of Patriots,1.0,['English']
692920,XXZ,27.0,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Bulgarian', 'Portuguese-Brazil', 'Hungarian', 'Greek', 'Danish', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']"
431850,Projector Face,3.0,"['English', 'German', 'Italian']"
539330,Light Fairytale Episode 1,3.0,"['English', 'Japanese', 'French']"
375130,Tin Star,1.0,['English']
495110,Enigmatis 3: The Shadow of Karkhala,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
273600,Descent: FreeSpace â€“ The Great War,1.0,['English']
1131190,NERTS! Online,1.0,['English']
455310,Bloody Chronicles - New Cycle of Death Visual Novel,4.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
812560,CROSSâ€ CHANNEL: Steam Edition,1.0,['English']
869170,Oneiros,4.0,"['English', 'Polish', 'Turkish', 'SimplifiedChinese']"
97000,Solar 2,1.0,['English']
1389630,High Entropy: Challenges,2.0,"['English', 'Spanish-Spain']"
1297390,Inexistence Rebirth,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'Turkish', 'Portuguese-Brazil', 'SimplifiedChinese']"
343280,Zotrix,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
231160,The Swapper,1.0,['English']
327400,Sid Meier's Colonization (Classic),4.0,"['English', 'French', 'German', 'Spanish-Spain']"
297350,The Old City: Leviathan,1.0,['English']
239140,Dying Light,17.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Polish', 'Portuguese-Brazil', 'Russian', 'Korean', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'Japanese', 'Thai', 'TraditionalChinese', 'Turkish', 'Czech']"
2400,The Ship: Murder Party,8.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain', 'Polish', 'Russian', 'Japanese']"
1419100,The Unexpected Quest Prologue,4.0,"['English', 'German', 'Russian', 'SimplifiedChinese']"
621000,å¼‚å¸¸ | Exception,3.0,"['English', 'SimplifiedChinese', 'TraditionalChinese']"
314360,Aritana and the Harpy's Feather,2.0,"['English', 'Portuguese-Brazil']"
1293650,b 2,1.0,['English']
274270,NOT A HERO,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
705670,Ballz: Farm,27.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Bulgarian', 'Portuguese-Brazil', 'Hungarian', 'Greek', 'Danish', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Arabic']"
1055090,Embark,1.0,['English']
562480,Corona Blossom Vol.3 Journey to the Stars,3.0,"['English', 'Japanese', 'SimplifiedChinese']"
208580,STAR WARSâ„¢ Knights of the Old Republicâ„¢ II - The Sith Lordsâ„¢,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
1257860,Clea 2,12.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Spanish-LatinAmerica', 'Italian']"
783940,Forgotten Hill Mementoes,10.0,"['English', 'French', 'Italian', 'Spanish-Spain', 'Korean', 'Portuguese', 'German', 'SimplifiedChinese', 'Russian', 'Hungarian']"
1084350,Fear of Dark,14.0,"['English', 'German', 'Russian', 'French', 'Italian', 'Spanish-Spain', 'Arabic', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Dutch', 'Polish', 'Czech', 'Japanese']"
1233540,How Buddyâ€™s parents met - a jigsaw puzzle tale,6.0,"['English', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'Japanese', 'Russian', 'SimplifiedChinese']"
1021800,Million Dungeon,2.0,"['English', 'SimplifiedChinese']"
946090,Hentai Neighbors,1.0,['English']
792660,The Operational Art of War IV,4.0,"['English', 'French', 'Spanish-Spain', 'SimplifiedChinese']"
1504020,Mosaique Neko Waifus 4,14.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'SimplifiedChinese', 'Thai', 'Turkish', 'TraditionalChinese', 'Portuguese-Brazil', 'Hungarian']"
1230800,Beach Buggy Racing 2: Island Adventure,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Spanish-LatinAmerica']"
500170,Urlaubsflug Simulator â€“ Holiday Flight Simulator,4.0,"['English', 'German', 'French', 'Hungarian']"
521230,Stone Age Wars,1.0,['English']
1410870,Trikaya,4.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
1536070,Sword and Fairy 3,2.0,"['SimplifiedChinese', 'TraditionalChinese']"
690830,Foundation,24.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'Czech', 'Dutch', 'Norwegian', 'Portuguese', 'Portuguese-Brazil', 'SimplifiedChinese', 'Finnish', 'Greek', 'Japanese', 'Polish', 'Swedish', 'Turkish', 'Vietnamese', 'TraditionalChinese', 'Korean', 'Danish', 'Hungarian', 'Ukrainian']"
881420,Six Ages: Ride Like the Wind,1.0,['English']
1144860,Flying Sword,9.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'Turkish', 'Polish', 'SimplifiedChinese', 'Portuguese-Brazil']"
781440,"OH MY GOD, LOOK AT THIS KNIGHT",2.0,"['English', 'Russian']"
239030,"Papers, Please",10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'Italian', 'Japanese', 'Polish', 'Ukrainian']"
848930,Rising Dusk,1.0,['English']
267610,Woodcutter Simulator 2013,6.0,"['English', 'French', 'Italian', 'German', 'Hungarian', 'Polish']"
811880,Close Combat: The Bloody First,5.0,"['English', 'German', 'Spanish-Spain', 'French', 'TraditionalChinese']"
377840,FINAL FANTASY IX,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
2700,RollerCoaster TycoonÂ® 3: Platinum,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish']"
992260,ç‰§å‰‘(Tale Of Swords),1.0,['SimplifiedChinese']
1002430,Victory Road,1.0,['English']
363960,Devils & Demons,9.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
315660,Trainz: A New Era,4.0,"['English', 'French', 'German', 'Polish']"
436320,Raw Data,1.0,['English']
824280,Monster Jam Steel Titans,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'SimplifiedChinese']"
1348180,From Frontier,2.0,"['SimplifiedChinese', 'Japanese']"
445130,The Average Everyday Adventures of Samantha Browne,1.0,['English']
1339260,æœ«ä»£ä¾ å®¢,1.0,['SimplifiedChinese']
225000,Tomb Raider V: Chronicles,1.0,['English']
40700,Machinarium,15.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Turkish']"
32400,STAR WARSâ„¢ - Dark Forces,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
361300,Mother Russia Bleeds,7.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Russian']"
269150,Luxuria Superbia,1.0,['English']
297750,Close Combat - Gateway to Caen,1.0,['English']
1455630,The Game of Life 2,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil']"
1480120,100 hidden eternals,1.0,['English']
764300,Shantae: Half-Genie Hero Ultimate Edition,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese']"
1766790,100 hidden birds 2,1.0,['English']
745340,Super Meat Shooter,1.0,['English']
259530,Savant - Ascent,6.0,"['English', 'Japanese', 'Korean', 'Norwegian', 'SimplifiedChinese', 'TraditionalChinese']"
253390,Hot Tin Roof: The Cat That Wore A Fedora,1.0,['English']
294730,Marine Park Empire,1.0,['English']
549100,GravNewton,1.0,['English']
105000,A New Beginning - Final Cut,7.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Russian', 'Polish']"
361550,Cradle,8.0,"['English', 'Russian', 'Ukrainian', 'German', 'Polish', 'Spanish-Spain', 'French', 'Turkish']"
452710,Realities,1.0,['English']
307340,Platypus,1.0,['English']
284390,The Last Door - Collector's Edition,5.0,"['English', 'Spanish-Spain', 'French', 'Italian', 'German']"
406970,The Uncertain: Last Quiet Day,9.0,"['English', 'Russian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'French', 'Italian', 'Hungarian', 'Polish']"
950180,Lemnis Gate,13.0,"['English', 'French', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
556480,Rugby League Live 4,2.0,"['English', 'French']"
959520,Fantasy Blacksmith,10.0,"['English', 'French', 'Russian', 'SimplifiedChinese', 'Turkish', 'German', 'Portuguese-Brazil', 'Spanish-Spain', 'Polish', 'Czech']"
31700,Iron Grip: Warlord,1.0,['English']
475150,Titan Quest Anniversary Edition,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Polish', 'Russian', 'Japanese', 'Korean', 'SimplifiedChinese', 'Ukrainian']"
513190,Voidrunner,5.0,"['English', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'Turkish']"
613220,Steam 360 Video Player,1.0,['English']
1471180,æ¢¦æ±Ÿæ¹–,2.0,"['SimplifiedChinese', 'TraditionalChinese']"
1420580,Daikaiju Daikessen: Versus,1.0,['English']
467930,SMASHING THE BATTLE,4.0,"['English', 'French', 'German', 'Japanese']"
292880,Robin's Quest,1.0,['English']
6830,Commandos 2: Men of Courage,2.0,"['English', 'German']"
767490,Last Wood,5.0,"['English', 'French', 'Portuguese-Brazil', 'SimplifiedChinese', 'TraditionalChinese']"
1371690,GRAVEN,1.0,['English']
395270,A Wolf in Autumn,1.0,['English']
707300,Hatsune Miku VR,11.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'French', 'Italian', 'German', 'Spanish-Spain', 'Korean', 'Russian', 'Portuguese']"
331970,Disney's Treasure Planet: Battle of Procyon,5.0,"['English', 'French', 'Italian', 'German', 'Russian']"
770410,Path to Mnemosyne,8.0,"['English', 'Spanish-Spain', 'French', 'Italian', 'German', 'SimplifiedChinese', 'Japanese', 'Russian']"
1452850,Tiny Toy Tanks,1.0,['English']
555610,Gunmetal Arcadia Zero,2.0,"['English', 'Spanish-Spain']"
58550,A Game of Thrones - Genesis,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
246070,Hack 'n' Slash,1.0,['English']
355270,199X,1.0,['English']
414950,Star Nomad 2,1.0,['English']
1233800,Kandagawa Jet Girls,5.0,"['English', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese']"
639170,Minecraft: Story Mode - Season Two,7.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese', 'Russian', 'SimplifiedChinese']"
1124560,Fallen Angel,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'Japanese', 'Polish']"
1921900,The Testing Chamber,1.0,['English']
1341330,Gatewalkers (Alpha),1.0,['English']
497100,FootRock,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian']"
1520900,Castle Cardians,6.0,"['SimplifiedChinese', 'English', 'French', 'German', 'Russian', 'Spanish-LatinAmerica']"
1461100,International Basketball Manager 22,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Turkish', 'Spanish-LatinAmerica']"
314410,Rampage Knights,1.0,['English']
10150,Prototypeâ„¢,4.0,"['English', 'French', 'Spanish-Spain', 'Italian']"
237570,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,1.0,['English']
573080,Peregrin,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Turkish']"
257790,Riptide GP2,1.0,['English']
1201240,BLEACH Brave Souls,7.0,"['English', 'French', 'Japanese', 'Thai', 'SimplifiedChinese', 'TraditionalChinese', 'Korean']"
1184210,Fragile,9.0,"['English', 'Korean', 'Russian', 'SimplifiedChinese', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Spanish-LatinAmerica']"
1187330,Tower Tag,1.0,['English']
1162930,Split or Steal,1.0,['English']
345750,Idol Hands,1.0,['English']
1058000,Rain's love memory-é›¨çš„æ‹è®°,1.0,['SimplifiedChinese']
856370,One-Way Ticket  / å•ç¨‹ç¥¨,4.0,"['SimplifiedChinese', 'English', 'Japanese', 'TraditionalChinese']"
1598370,Vojo,13.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Japanese']"
247660,Deadly Premonition: The Director's Cut,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
1373920,Sword Rogue,1.0,['English']
562570,Access Denied,2.0,"['English', 'Russian']"
1949190,Necrosmith,3.0,"['Russian', 'English', 'SimplifiedChinese']"
370310,Tompi Jones,3.0,"['English', 'Italian', 'Spanish-Spain']"
1133120,Ecosystem,1.0,['English']
667610,Ancient Cities,4.0,"['English', 'French', 'Spanish-Spain', 'German']"
226720,LOST PLANETÂ® 3,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Russian', 'Japanese']"
1209990,çƒˆå±±æµ·ä¸€(BMS1),1.0,['SimplifiedChinese']
275180,Costume Quest 2,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
1422260,The Last Element: Looking For Tomorrow,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Polish', 'Russian', 'Turkish', 'Japanese']"
18820,Zero Gear,1.0,['English']
493490,City Car Driving,17.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Portuguese', 'Turkish', 'Czech', 'Japanese', 'Russian', 'Ukrainian', 'Danish', 'Finnish', 'Dutch', 'Greek', 'Polish']"
1271110,Healing Spree,5.0,"['English', 'SimplifiedChinese', 'TraditionalChinese', 'Russian', 'Thai']"
406170,Vortex: The Gateway,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Greek', 'Hungarian', 'Japanese', 'Polish', 'Russian', 'SimplifiedChinese']"
747910,Disassembly 3D,1.0,['English']
1345370,Promesa,6.0,"['English', 'Italian', 'Spanish-LatinAmerica', 'Spanish-Spain', 'Russian', 'French']"
116120,Lightfish,1.0,['English']
368680,Super Mutant Alien Assault,1.0,['English']
671440,Rise of Industry,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
493370,Ragnarok Clicker,1.0,['English']
715050,The Islander,6.0,"['English', 'SimplifiedChinese', 'Spanish-Spain', 'Russian', 'Portuguese-Brazil', 'German']"
1826860,Sewer Rave,1.0,['English']
39560,Painkiller: Resurrection,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
312670,Strange Brigade,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
704190,Bitcoin Collector,1.0,['English']
929060,Road to Eden,8.0,"['English', 'French', 'German', 'Japanese', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
976390,9-nine-:Episode 1,3.0,"['English', 'Japanese', 'TraditionalChinese']"
612610,Bombinator,1.0,['English']
441350,Assault Suit Leynos,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese']"
1016600,Devil Slayer - Raksasi,6.0,"['SimplifiedChinese', 'English', 'Japanese', 'TraditionalChinese', 'Russian', 'Korean']"
232890,Stronghold Crusader 2,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'Portuguese-Brazil', 'Japanese', 'SimplifiedChinese']"
454650,DRAGON BALL XENOVERSE 2,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Russian', 'TraditionalChinese', 'Korean', 'SimplifiedChinese', 'Spanish-LatinAmerica']"
1488380,Superstar Racing,1.0,['English']
323950,Ethan: Meteor Hunter,18.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'Swedish', 'Turkish']"
374520,Champions of Anteriaâ„¢,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'SimplifiedChinese']"
50100,Sid Meier's CivilizationÂ® V,10.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain', 'Polish', 'Japanese', 'Korean', 'Russian', 'TraditionalChinese']"
1373260,Obsidian Prince,1.0,['English']
320300,Car Mechanic Simulator 2015,12.0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'Hungarian', 'Turkish', 'Portuguese-Brazil', 'Czech', 'Dutch']"
348380,The Interview,1.0,['English']
342380,Sakura Angels,2.0,"['English', 'Japanese']"
1570010,FAR: Changing Tides,16.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'TraditionalChinese', 'Ukrainian']"
1163910,Brass Brigade,1.0,['English']
241600,Rogue Legacy,8.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
457320,HoloBall,4.0,"['English', 'German', 'Japanese', 'SimplifiedChinese']"
1351450,Steel Fury Kharkov 1942,2.0,"['English', 'Russian']"
372740,Second Warfare,2.0,"['English', 'Russian']"
531740,Rubek,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
776960,Mouse (Sneaking),1.0,['English']
1222680,Need for Speedâ„¢ Heat,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Korean', 'Portuguese-Brazil', 'SimplifiedChinese', 'TraditionalChinese', 'Arabic', 'Japanese', 'Polish', 'Russian']"
724350,King of the Couch: Zoovival,1.0,['English']
1631130,å®¡åˆ¤è€… é«˜æ¸…é‡åˆ¶å…¨ç« èŠ‚ç‰ˆ,1.0,['SimplifiedChinese']
463930,The Dweller,1.0,['English']
690790,DiRT Rally 2.0,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Japanese']"
273030,Pro Rugby Manager 2015,2.0,"['English', 'French']"
1342100,Evening Starter,3.0,"['English', 'Japanese', 'SimplifiedChinese']"
1238060,Dead Spaceâ„¢ 3,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian']"
1584690,TrinityS,4.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
323670,Super Indie Karts,1.0,['English']
1685460,A-Train: All Aboard! Tourism,6.0,"['English', 'German', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese', 'Korean']"
675240,Shining Song Starnova,1.0,['English']
578590,City Siege: Faction Island,1.0,['English']
521950,Bullet Sorrow VR,6.0,"['English', 'SimplifiedChinese', 'French', 'German', 'Spanish-Spain', 'Japanese']"
209750,Cannon Fodder 3,1.0,['English']
64000,Men of War: Assault Squad,7.0,"['English', 'Russian', 'Italian', 'Spanish-Spain', 'French', 'German', 'Polish']"
15210,Silent HunterÂ® III,2.0,"['English', 'German']"
1460090,The Life and Suffering of Sir Brante â€” Chapter 1&2,2.0,"['English', 'Russian']"
1836220,Frigore,1.0,['English']
539470,Police Stories,11.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Russian', 'SimplifiedChinese', 'Portuguese-Brazil', 'Polish', 'Spanish-LatinAmerica']"
1147660,ArcheAge: Unchained,3.0,"['English', 'French', 'German']"
375460,16bit Trader,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish']"
858100,Grimshade,2.0,"['English', 'Russian']"
1426280,Hello Puppets! VR,1.0,['English']
872350,Zombie Killing Simulator,1.0,['English']
461170,Bucket Detective,1.0,['English']
412020,Metro Exodus,14.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Polish', 'Portuguese-Brazil', 'Russian', 'Korean', 'SimplifiedChinese', 'TraditionalChinese', 'Ukrainian', 'Japanese']"
1276660,Tinkertown,4.0,"['English', 'French', 'German', 'SimplifiedChinese']"
207040,Sine Mora,6.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Portuguese']"
9460,Frontlinesâ„¢: Fuel of Warâ„¢,4.0,"['English', 'French', 'Italian', 'Spanish-Spain']"
746940,Nippon Marathon,5.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'Korean']"
1425730,Gal*Gun Returns,4.0,"['English', 'Japanese', 'Korean', 'TraditionalChinese']"
757200,EMERGENCY 3,5.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain']"
385770,Time Clickers,1.0,['English']
720620,TaleSpire,1.0,['English']
1020540,CONTRA: ROGUE CORPS,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Korean', 'Portuguese-Brazil', 'SimplifiedChinese', 'TraditionalChinese']"
913850,103,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'SimplifiedChinese', 'Swedish']"
468700,NVIDIAÂ® VR Funhouse,1.0,['English']
569290,Metamorfose S,5.0,"['English', 'Portuguese-Brazil', 'SimplifiedChinese', 'Spanish-Spain', 'Italian']"
799240,My Free Farm 2,17.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Bulgarian', 'Danish', 'Greek', 'Dutch', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Swedish', 'Czech', 'Turkish', 'Hungarian']"
3900,Sid Meier's CivilizationÂ® IV,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
369990,"Gremlins, Inc.",13.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'Ukrainian', 'Italian', 'Czech', 'Japanese', 'Portuguese-Brazil', 'SimplifiedChinese', 'Polish', 'Korean']"
1075190,A Game of Thrones: The Board Game - Digital Edition,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
682490,é¬¼å±± / A Ghost Around Me,1.0,['SimplifiedChinese']
755890,Pipes!,12.0,"['English', 'Italian', 'Spanish-Spain', 'Portuguese-Brazil', 'French', 'German', 'Greek', 'SimplifiedChinese', 'Portuguese', 'Russian', 'Turkish', 'Japanese']"
465780,New Retro Arcade: Neon,1.0,['English']
559900,Gulman 4: Still alive,2.0,"['English', 'Russian']"
1428610,Animal Rescuer: Prologue,15.0,"['English', 'Turkish', 'French', 'German', 'Spanish-Spain', 'Polish', 'Spanish-LatinAmerica', 'Italian', 'Japanese', 'Portuguese', 'Russian', 'SimplifiedChinese', 'Portuguese-Brazil', 'Korean', 'Ukrainian']"
350630,Dodge,1.0,['English']
674850,2MD: VR Football Classic,1.0,['English']
353610,DEUS EX MACHINA 2,1.0,['English']
725100,Exoblast,2.0,"['English', 'French']"
1214450,Featherfall,1.0,['English']
672640,War Robots VR: The Skirmish,1.0,['English']
628200,The Invisible Hand,2.0,"['English', 'SimplifiedChinese']"
939330,Tailor Tales,1.0,['English']
395380,ANKI,1.0,['English']
1273790,Empires and Tribes,6.0,"['English', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Russian', 'French']"
