AppID,Name,Number of languages,Languages
1314160,Rover Mechanic Simulator: Training Day,9.0,"['English', 'French', 'Italian', 'German', 'SimplifiedChinese', 'Polish', 'Russian', 'Ukrainian', 'Hungarian']"
674690,Project Xandata,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Korean', 'Russian', 'SimplifiedChinese']"
1315610,Source of Madness,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'SimplifiedChinese', 'Russian']"
104100,Inside a Star-filled Sky,1.0,['English']
1302110,Inertial Drift: Sunset Prologue,1.0,['English']
1810960,Andy's Apple Farm,1.0,['English']
556130,"Drones, The Human Condition",1.0,['English']
589360,Ni no Kuniâ„¢ II: Revenant Kingdom,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Russian']"
1731520,Ark Mobius: Censored Edition,4.0,"['Japanese', 'SimplifiedChinese', 'English', 'TraditionalChinese']"
1323420,H-SNIPER: World War II,29.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Romanian', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'Swedish', 'Thai', 'TraditionalChinese', 'Turkish', 'Ukrainian', 'Vietnamese']"
1566390,Seed of the Dead: Sweet Home,7.0,"['Japanese', 'English', 'SimplifiedChinese', 'TraditionalChinese', 'Spanish-Spain', 'Korean', 'Spanish-LatinAmerica']"
705740,Car Demolition Clicker,1.0,['English']
739050,Deck Casters,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'SimplifiedChinese', 'TraditionalChinese']"
321060,Gender Bender DNA Twister Extreme,1.0,['English']
704850,Thief Simulator,14.0,"['English', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Portuguese', 'Russian', 'SimplifiedChinese', 'French', 'Turkish', 'Czech', 'Korean', 'Hungarian', 'Japanese']"
647830,LEGOÂ® Marvel Super Heroes 2,14.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Danish', 'Dutch', 'Korean', 'Portuguese-Brazil', 'Russian', 'TraditionalChinese', 'Polish', 'Japanese']"
533540,MONMUSU,3.0,"['English', 'TraditionalChinese', 'Japanese']"
1070580,Drift86,1.0,['English']
618140,Barro,1.0,['English']
1267470,Warriors of the Nile,3.0,"['SimplifiedChinese', 'English', 'Japanese']"
94300,The Dream Machine: Chapter 1 & 2,1.0,['English']
730,Counter-Strike: Global Offensive,28.0,"['Czech', 'Danish', 'Dutch', 'English', 'Finnish', 'French', 'German', 'Hungarian', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Romanian', 'Russian', 'SimplifiedChinese', 'Spanish-Spain', 'Swedish', 'Thai', 'TraditionalChinese', 'Turkish', 'Bulgarian', 'Ukrainian', 'Greek', 'Spanish-LatinAmerica', 'Vietnamese']"
716380,The Chemist,1.0,['English']
235360,Prime World: Defenders,4.0,"['English', 'Russian', 'French', 'German']"
674140,Bugsnax,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica']"
1243690,Gods Will Fall,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
1879380,Paper Bride 2 Zangling Village,7.0,"['SimplifiedChinese', 'TraditionalChinese', 'English', 'Japanese', 'Thai', 'Vietnamese', 'Korean']"
365120,Curse of the Crescent Isle DX,1.0,['English']
1189850,é¶´é„‰æˆ€æ—…,1.0,['TraditionalChinese']
7650,X-COM: Terror From the Deep,4.0,"['English', 'French', 'German', 'Spanish-Spain']"
253350,Tiny Barbarian DX,1.0,['English']
1306790,Putin kills: Coronavirus,16.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Portuguese-Brazil', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Polish', 'Russian', 'Turkish', 'Ukrainian', 'Czech', 'Japanese']"
588190,Tower!3D Pro,1.0,['English']
1279700,Midnight Scenes: The Highway (Special Edition),8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Russian', 'SimplifiedChinese']"
502880,The Janitor,1.0,['English']
202690,Hegemony Gold: Wars of Ancient Greece,1.0,['English']
1471410,SYNTHETIK 2,1.0,['English']
382310,Eco,9.0,"['English', 'SimplifiedChinese', 'Italian', 'Spanish-Spain', 'French', 'Portuguese-Brazil', 'Korean', 'Russian', 'German']"
824760,Deathtrap Dungeon Trilogy,4.0,"['English', 'French', 'Japanese', 'SimplifiedChinese']"
1179680,Wurm Online,1.0,['English']
1007400,Alien Shooter 2 - The Legend,3.0,"['English', 'Russian', 'SimplifiedChinese']"
1094390,Waltz of the Wizard: Natural Magic,1.0,['English']
409590,KINGDOMS,7.0,"['English', 'French', 'Polish', 'Portuguese', 'Russian', 'German', 'Spanish-Spain']"
1444110,Summerland,1.0,['English']
337960,ClusterPuck 99,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
375500,The Deep Paths: Labyrinth Of Andokost,1.0,['English']
297000,HeroesÂ® of Might & MagicÂ® III - HD Edition,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'Czech', 'SimplifiedChinese']"
250380,Knock-knock,5.0,"['English', 'German', 'Polish', 'Russian', 'Japanese']"
773670,Delete,27.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Danish', 'Ukrainian', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Thai', 'Swedish', 'SimplifiedChinese', 'TraditionalChinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese', 'Portuguese-Brazil', 'Arabic', 'Korean']"
1382910,Hell Architect: Prologue,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'Japanese', 'Korean', 'Turkish', 'SimplifiedChinese', 'Portuguese-Brazil']"
858210,Nova Drift,9.0,"['English', 'French', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese', 'Polish', 'Portuguese-Brazil', 'Korean']"
295930,Swipecart,1.0,['English']
714010,Aim Lab,15.0,"['English', 'Spanish-Spain', 'Spanish-LatinAmerica', 'Portuguese-Brazil', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Russian', 'SimplifiedChinese', 'Thai', 'TraditionalChinese', 'Turkish']"
1036340,Hit n' Rush,2.0,"['English', 'Spanish-Spain']"
546230,Xenus 2. White gold.,2.0,"['English', 'Russian']"
454600,Age of Cavemen,8.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish', 'Portuguese', 'Russian', 'Turkish']"
1404530,RoboSkate,1.0,['English']
543100,Beat The Game,2.0,"['English', 'Turkish']"
491220,Mr. Pumpkin Adventure,3.0,"['English', 'SimplifiedChinese', 'TraditionalChinese']"
267960,Hyper Fighters,1.0,['English']
1449280,Ghostbusters: The Video Game Remastered,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'TraditionalChinese', 'Korean', 'Dutch', 'Japanese']"
973450,Ancient Abyss,2.0,"['English', 'SimplifiedChinese']"
719730,Uptasia,10.0,"['English', 'French', 'German', 'Danish', 'Dutch', 'Polish', 'Romanian', 'Russian', 'Czech', 'Hungarian']"
622370,Freaky Awesome,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Polish']"
1049800,BLOCKADE,2.0,"['English', 'Russian']"
1162130,Windbound,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Polish', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
1396150,Sutekina kanojo no tsukurikata,4.0,"['English', 'SimplifiedChinese', 'Japanese', 'TraditionalChinese']"
212500,The Lord of the Rings Onlineâ„¢,3.0,"['English', 'French', 'German']"
324740,The Warlock of Firetop Mountain,1.0,['English']
852110,RetroMaze,1.0,['English']
377880,Eternal Destiny,4.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
1155870,WW2: Bunker Simulator,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'SimplifiedChinese', 'Hungarian', 'Japanese', 'Portuguese', 'Turkish']"
468530,A Date in the Park,2.0,"['English', 'Russian']"
218510,Planets Under Attack,8.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Russian', 'Polish', 'Czech']"
495700,Gabriel Knight: Sins of the FatherÂ®,1.0,['English']
359940,Shadows Peak,7.0,"['English', 'Russian', 'French', 'SimplifiedChinese', 'Japanese', 'German', 'Korean']"
984680,Interstellar Space: Genesis,1.0,['English']
273760,Towtruck Simulator 2015,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Dutch']"
1256830,Shelter Manager,12.0,"['English', 'Russian', 'French', 'German', 'SimplifiedChinese', 'Italian', 'Spanish-Spain', 'Portuguese-Brazil', 'Korean', 'Japanese', 'Polish', 'Turkish']"
1878070,Roma Invicta,7.0,"['English', 'German', 'Portuguese-Brazil', 'French', 'Italian', 'Spanish-Spain', 'Spanish-LatinAmerica']"
500,Left 4 Dead,17.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'Danish', 'Dutch', 'Finnish', 'Italian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese', 'SimplifiedChinese', 'Swedish', 'TraditionalChinese', 'Korean']"
960420,Hello Neighbor: Hide and Seek,24.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'Swedish', 'TraditionalChinese', 'Turkish']"
955870,Battlecruisers,12.0,"['English', 'French', 'German', 'Spanish-Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Turkish']"
764670,Sea Dogs,2.0,"['English', 'Russian']"
105600,Terraria,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
1599880,Cats in Time,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
263480,Final Rush,1.0,['English']
880730,Rocket Assault: Black City,9.0,"['English', 'Spanish-Spain', 'Portuguese', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'French', 'Polish', 'German', 'Czech']"
1465860,*NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP),1.0,['English']
789540,The Adventures of Nick & Willikins,1.0,['English']
355680,Overland,15.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Turkish']"
455440,Spell Fighter VR,1.0,['English']
643270,OLDTV,14.0,"['English', 'German', 'Japanese', 'Polish', 'Russian', 'Ukrainian', 'Norwegian', 'Spanish-Spain', 'Portuguese-Brazil', 'SimplifiedChinese', 'French', 'TraditionalChinese', 'Korean', 'Swedish']"
425820,Dragonpath,1.0,['English']
35140,Batman: Arkham Asylum Game of the Year Edition,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
1385730,Mosaique Neko Waifus 3,10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'SimplifiedChinese', 'Thai']"
347040,Keebles,1.0,['English']
688140,Tempest 4000,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch']"
402390,Hyperdrive Massacre,1.0,['English']
988490,Black Powder Red EarthÂ®,1.0,['English']
214630,Call of Duty: Black Ops - Mac Edition,5.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain']"
347560,Terra Incognita ~ Chapter One: The Descendant,1.0,['English']
489110,Putty Pals,7.0,"['English', 'German', 'Japanese', 'French', 'SimplifiedChinese', 'Italian', 'Spanish-Spain']"
664610,Gelu,1.0,['English']
1258460,Escape First 3,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'SimplifiedChinese']"
486460,Twilight Town,4.0,"['English', 'French', 'German', 'Russian']"
655730,This Strange Realm Of Mine,1.0,['English']
617290,Remnant: From the Ashes,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'Portuguese-Brazil', 'TraditionalChinese']"
334230,Town of Salem,2.0,"['English', 'Spanish-Spain']"
342450,Sword Daughter,1.0,['English']
363490,Escape Machines,5.0,"['English', 'German', 'Spanish-Spain', 'Portuguese', 'Russian']"
1182760,Starlight,12.0,"['English', 'German', 'Ukrainian', 'Russian', 'Turkish', 'Japanese', 'Thai', 'SimplifiedChinese', 'TraditionalChinese', 'Portuguese', 'Spanish-LatinAmerica', 'Korean']"
880130,Lawless Lands,1.0,['English']
588730,Majotori,2.0,"['English', 'Spanish-Spain']"
1472250,ROG CITADEL XV,3.0,"['English', 'SimplifiedChinese', 'TraditionalChinese']"
1426790,Vicewave 1984,2.0,"['English', 'Russian']"
1061920,Our Secret Below,1.0,['English']
1060300,Homeless Simulator,1.0,['English']
728730,Holyday City: Reloaded,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Greek', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Turkish']"
510660,Big Bang Empire,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Greek', 'Polish', 'Portuguese-Brazil', 'Russian', 'Turkish']"
1364960,Hello Neighbor 2 Alpha 1.5,1.0,['English']
280220,Creeper World 3: Arc Eternal,1.0,['English']
809250,BEKKOUAME,2.0,"['Japanese', 'SimplifiedChinese']"
421600,Ray Gigant,2.0,"['English', 'Japanese']"
740290,Irony Of Nightmare,2.0,"['English', 'Russian']"
281640,The Banner Saga 2,10.0,"['English', 'French', 'Italian', 'German', 'Polish', 'Japanese', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
215930,Jagged Alliance 2 - Wildfire,5.0,"['English', 'German', 'French', 'Polish', 'Russian']"
301910,Saints Row: Gat out of Hell,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian']"
444690,TRAPPED,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'SimplifiedChinese', 'Portuguese-Brazil', 'Korean', 'Spanish-LatinAmerica', 'Turkish', 'Ukrainian']"
585290,Lifeline,6.0,"['English', 'French', 'German', 'Japanese', 'Russian', 'SimplifiedChinese']"
404040,Lords of Magic: Special Edition,1.0,['English']
281370,Real Horror Stories Ultimate Edition,1.0,['English']
395140,Miracle Fly,2.0,"['English', 'Japanese']"
239820,Game Dev Tycoon,17.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Czech', 'Dutch', 'Greek', 'Hungarian', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Swedish', 'Turkish', 'Ukrainian']"
546550,Snowball!,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
417150,Pavilion,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
1630650,Neko Beach,13.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Japanese']"
629540,Alien Arena: Warriors Of Mars,1.0,['English']
428610,Longsword - Tabletop Tactics,1.0,['English']
644560,Mirror,10.0,"['Japanese', 'TraditionalChinese', 'English', 'Spanish-Spain', 'Russian', 'Korean', 'Thai', 'Portuguese-Brazil', 'Ukrainian', 'Turkish']"
496240,Onward,1.0,['English']
1107790,The Complex,12.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'Turkish', 'Italian', 'Arabic', 'Japanese', 'Korean', 'Portuguese-Brazil']"
7620,Railroad Tycoon II Platinum,1.0,['English']
533340,Captivity,1.0,['English']
437420,The Secret Order 3: Ancient Times,9.0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Russian', 'SimplifiedChinese']"
853200,Shred! 2 - ft Sam Pilgrim,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese']"
585710,Blazing Beaks,11.0,"['English', 'German', 'Russian', 'Portuguese-Brazil', 'Turkish', 'Polish', 'French', 'Spanish-Spain', 'Japanese', 'Korean', 'SimplifiedChinese']"
267670,Realms of Arkania 1 - Blade of Destiny Classic,2.0,"['English', 'German']"
298240,War Trigger 3,1.0,['English']
288140,Perfect Golf,1.0,['English']
901147,Earthworm Jim,1.0,['English']
1266560,é‹¼é‰„æˆ¦è¨˜C21,1.0,['Japanese']
1829420,Before The Night,7.0,"['English', 'Korean', 'German', 'Spanish-Spain', 'Japanese', 'SimplifiedChinese', 'Portuguese-Brazil']"
1397030,Survive or Thrive,1.0,['English']
769970,Bad Dream: Fever,7.0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian']"
410110,12 is Better Than 6,6.0,"['English', 'German', 'Russian', 'French', 'Spanish-Spain', 'SimplifiedChinese']"
543980,Zombie Exodus: Safe Haven,1.0,['English']
455940,Odd||Even,1.0,['English']
792050,Beneath The Surface,1.0,['English']
589420,Grass Cutter - Mutated Lawns,7.0,"['English', 'Russian', 'French', 'German', 'Portuguese', 'Italian', 'Spanish-Spain']"
422900,Particle Fleet: Emergence,1.0,['English']
1423600,BLUE REFLECTION: Second Light,4.0,"['English', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese']"
795420,The Darkside Detective: A Fumble in the Dark,5.0,"['English', 'French', 'Spanish-Spain', 'German', 'SimplifiedChinese']"
1265220,Cauldrons of War - Barbarossa,3.0,"['English', 'French', 'Russian']"
446840,Splasher,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Japanese']"
1296830,æš–é›ª Warm Snow,4.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
858040,Sudoku Jigsaw / æ‹¼å›¾æ•°ç‹¬,16.0,"['English', 'French', 'German', 'Spanish-Spain', 'Finnish', 'Japanese', 'Korean', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'Swedish', 'TraditionalChinese', 'Turkish', 'Ukrainian']"
1910680,Orb of Creation,1.0,['English']
1787920,ä¸‡ç•Œä¹‹é—¨,1.0,['SimplifiedChinese']
686760,Carpe Diem: Reboot,1.0,['English']
351510,Quiplash,1.0,['English']
872790,Football Manager 2019,18.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Danish', 'Dutch', 'Greek', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'SimplifiedChinese', 'Swedish', 'TraditionalChinese', 'Turkish']"
567750,Gamer Career Tycoon,1.0,['English']
243160,Mushroom 11,1.0,['English']
619780,The Swords of Ditto: Mormo's Curse,10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'Korean', 'Portuguese-Brazil', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese']"
1111460,å°ç™½å…”ç”µå•†~Bunny e-Shop,1.0,['SimplifiedChinese']
1106750,Fault: Elder Orb,1.0,['English']
628190,æ±ºæˆ°äºžçˆ¾è–©/Heroes of Arzar,3.0,"['English', 'SimplifiedChinese', 'TraditionalChinese']"
925930,Myst III: Exile,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch']"
466890,Z.I.O.N.,2.0,"['English', 'Russian']"
1196880,World Of Conquerors - Origins,1.0,['English']
967410,Creatures Inc,1.0,['English']
792100,7 Billion Humans,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Russian', 'Korean', 'Polish', 'Portuguese-Brazil', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
753650,Due Process,1.0,['English']
1101360,Rock of Ages 3: Make & Break,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese']"
409730,Death by Game Show,1.0,['English']
367450,Poly Bridge,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
774171,Muse Dash,5.0,"['Japanese', 'SimplifiedChinese', 'English', 'TraditionalChinese', 'Korean']"
926390,Infected Shelter,6.0,"['English', 'French', 'Russian', 'Hungarian', 'Spanish-LatinAmerica', 'SimplifiedChinese']"
508980,Crashday Redline Edition,4.0,"['English', 'Italian', 'German', 'Russian']"
265670,Imagine Me,1.0,['English']
252070,Gimbal,1.0,['English']
658150,Skeleton Boomerang,1.0,['English']
1367590,Tormented Souls,8.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'Spanish-LatinAmerica', 'Portuguese-Brazil', 'Italian']"
240720,Getting Over It with Bennett Foddy,5.0,"['English', 'Japanese', 'Russian', 'Korean', 'SimplifiedChinese']"
412600,Lup,1.0,['English']
514490,Ultimate Word Search 2: Letter Boxed,1.0,['English']
397060,Faeria,13.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese', 'Russian', 'Portuguese-Brazil', 'Italian', 'Japanese', 'Korean', 'TraditionalChinese', 'Czech', 'SimplifiedChinese']"
1184760,Shovel Knight Pocket Dungeon,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
504230,Celeste,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
302690,Metal Dead,1.0,['English']
294810,BlazBlue: Continuum Shift Extend,4.0,"['English', 'Japanese', 'Korean', 'TraditionalChinese']"
515960,Martha Is Dead,13.0,"['English', 'Italian', 'French', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Japanese', 'Portuguese-Brazil', 'Russian', 'Korean', 'Polish', 'TraditionalChinese', 'Turkish']"
740130,Tales of Arise,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'Spanish-LatinAmerica', 'TraditionalChinese', 'SimplifiedChinese']"
779650,Ready Player One: OASIS beta,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Russian']"
545820,Wanderland,9.0,"['English', 'Russian', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'SimplifiedChinese', 'Czech', 'Norwegian']"
575010,Celestial Crossing,1.0,['English']
311800,Black Ice,1.0,['English']
387010,FIVE: Guardians of David,5.0,"['English', 'Spanish-Spain', 'German', 'Hungarian', 'Russian']"
387970,Clown House (PalyaÃ§o Evi),2.0,"['English', 'Turkish']"
350070,Environmental Station Alpha,1.0,['English']
306410,Crystals of Time,1.0,['English']
291370,Undead Overlord,1.0,['English']
337490,Four Sided Fantasy,1.0,['English']
668770,Solarium,1.0,['English']
1803960,Demon Sword: Incubus,4.0,"['Japanese', 'English', 'SimplifiedChinese', 'TraditionalChinese']"
47790,Medal of Honorâ„¢,8.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain', 'Polish', 'Russian', 'TraditionalChinese']"
710610,Don't Sink,1.0,['English']
371180,Super 3-D Noah's Ark,1.0,['English']
754530,IL-2 Sturmovik: Cliffs of Dover Blitz Edition,8.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'Czech', 'Italian', 'Polish']"
939620,Pleasure Puzzle:Portrait è¶£æ‹¼æ‹¼ï¼šè‚–åƒç”»,29.0,"['SimplifiedChinese', 'English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Danish', 'Ukrainian', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Thai', 'Swedish', 'TraditionalChinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese', 'Portuguese-Brazil', 'Arabic', 'Korean', 'Spanish-LatinAmerica', 'Vietnamese']"
31190,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,1.0,['English']
412880,Drift Streets Japan,1.0,['English']
339340,Resident Evil 0,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
1569650,Palladise Island,6.0,"['SimplifiedChinese', 'English', 'TraditionalChinese', 'Russian', 'Japanese', 'Spanish-Spain']"
1552810,Twin Mirror,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica']"
851890,Gal*Gun 2,4.0,"['English', 'Japanese', 'Korean', 'TraditionalChinese']"
1456230,Cthulhu: Death Escape / å…‹è‹é²:æ­»äº¡é€ƒè„± Prototype,2.0,"['English', 'SimplifiedChinese']"
600990,The Gardens Between,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Portuguese', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
333880,Braveland Wizard,11.0,"['English', 'Russian', 'Polish', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Portuguese', 'Portuguese-Brazil', 'SimplifiedChinese']"
586750,Sonny,1.0,['English']
411600,The Sentient,1.0,['English']
823830,Frightened Beetles,1.0,['English']
1822910,Capybara Spa,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil']"
1099220,The Alien Cube,8.0,"['English', 'Italian', 'German', 'Spanish-Spain', 'French', 'Russian', 'Turkish', 'Portuguese-Brazil']"
1028800,Survival Camp,2.0,"['SimplifiedChinese', 'English']"
787450,KOEWOTAYORINI / å£°ä¹‹å¯„æ‰˜,2.0,"['SimplifiedChinese', 'Japanese']"
12480,9th Company: Roots Of Terror,1.0,['English']
744050,Space Invaders Extreme,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'Korean']"
664290,The Mexican Dream,1.0,['English']
466800,The Dope Game,2.0,"['English', 'Russian']"
