AppID,Name,Price,English,French,Italian,German,Spanish-Spain,Russian,Japanese,SimplifiedChinese,TraditionalChinese,Korean,Polish,Portuguese,Turkish,Czech,Portuguese-Brazil,Hungarian,Dutch,Ukrainian,Danish,Arabic,Spanish-LatinAmerica,Thai,Finnish,Norwegian,Romanian,Swedish,Greek,Vietnamese,Bulgarian,Slovakian,Portuguese-Portugal,Indonesian,Hindi,Catalan,None
624690,NEXT JUMP: Shmup Tactics,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741430,Titanic VR,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492720,GunBlocks - Prologue,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201870,Assassin's CreedÂ® Revelations,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,19.99,,,,,19.99,,19.99,,,,,,,,,
1345470,Lockheart Indigo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504130,Manual Samuel - Anniversary Edition,1.99,1.99,1.99,,1.99,1.99,1.99,1.99,,,,,,1.99,,,,,,,,,,,1.99,,,,,,,,,,,
2210,Quake 4,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152090,Elmarion: Dragon time,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,,14.99,,14.99,14.99,,14.99,,,,,,14.99,,,,,,,,,,,,,,
896160,Evil Bank Manager,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,,,,11.99,,11.99,,11.99,,11.99,,,,,,,,,,,,,,,,,,
839080,DRAW CHILLY,4.99,4.99,4.99,4.99,4.99,4.99,4.99,,4.99,,4.99,,,4.99,,4.99,,,,,,,,,,,,,,,,,,,,
807230,Silenced: The House,1.99,1.99,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211780,Conflict Desert Stormâ„¢,6.99,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420770,The Legend of Dark Witch,6.99,6.99,,,,,,6.99,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,
1217390,Some Some Convenience Store,14.99,14.99,,,,,,,,,14.99,,,,,,,,,,,,,,,,,,,,,,,,,
340320,Sinless + OST,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389160,Dark Fracture: Prologue,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794780,SiNiSistar Lite Version,4.99,4.99,,,,,,4.99,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,
861250,Cyber Shadow,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,,,,,,,,,,,,,,,,,,,
514670,Satellite Command,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21660,Street FighterÂ® IV,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539670,Sakura Nova,14.99,14.99,,,,,,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304530,Agents of Mayhem,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,,29.99,29.99,,,,29.99,,,,,,,,,,,,,,,,,,,,
1891640,AZUR BEAM,1.99,1.99,,,1.99,,1.99,1.99,1.99,,1.99,,,,,,,,,,,,1.99,,,,1.99,,,,,,,,,
656880,Cybercube,10.99,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32510,LEGOÂ® Star Warsâ„¢ III - The Clone Warsâ„¢,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,,,,,,,,,19.99,,,,,,,,,,,,,,,,
510630,Soccer Manager 2017,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
300580,GALAK-Z,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,19.99,,,,,19.99,,,,,,,,,,,,,,,,,,,,
1100430,Spirit Hunter: NG,49.99,49.99,,,,,,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375680,Apartment 666,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144400,Senrenï¼ŠBanka,34.99,34.99,,,,,,34.99,34.99,34.99,,,,,,,,,,,,,,,,,,,,,,,,,,
1687550,Bear's Restaurant,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,,,12.99,,12.99,,,,,,12.99,,,,,,,12.99,,,,,,,
314980,Supreme Ruler Ultimate,19.99,19.99,19.99,,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949290,Winkeltje: The Little Shop,14.99,14.99,14.99,14.99,14.99,14.99,14.99,,14.99,,,14.99,,14.99,,,14.99,14.99,,,,,,,,,,,,,,,,,,
1900930,DANGO!,4.99,4.99,,,,,4.99,4.99,4.99,,4.99,,,,,,,,,,,,4.99,,,,,,,,,,,,,
448780,Sixtieth Kilometer,0.56,0.56,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248820,Risk of Rain,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786410,An Aspie Life,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389990,Oblivity - Find your perfect Sensitivity,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287960,Yomi,14.99,14.99,14.99,,14.99,,,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775550,Gary Grigsby's War in the East 2,79.99,79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851280,Samurai Bringer,9.99,9.99,,,,,,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,
1098270,ColdSide,7.99,7.99,,,,7.99,7.99,,7.99,,,,,7.99,,,,,,,,,,,,,,,,,,,,,,
456170,Bannerman,8.99,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889710,Muv-Luv photonmelodiesâ™®,29.99,29.99,,,,,,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449500,BassmasterÂ® Fishing 2022,24.99,24.99,24.99,,24.99,,24.99,24.99,24.99,,,24.99,,,,24.99,,,,,,24.99,,,,,,,,,,,,,,
577530,Pixel Ripped 1989,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883020,Shadowlings,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,
467010,Fall of Civilization,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660860,The Harem Life of Peerless Swordsmen,7.99,7.99,,,,,,7.99,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,
1736550,Deflector,14.99,14.99,14.99,,14.99,14.99,14.99,,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
32680,Delta Force â€” Black Hawk Down: Team Sabre,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233740,Organ Trail: Director's Cut,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576840,RAYGUN COMMANDO VR,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715690,Putrefaction 2: Rumble in the hometown,0.99,0.99,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368500,Assassin's CreedÂ® Syndicate,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,,29.99,29.99,29.99,29.99,,,,,,,,,,,,,,,,,,
551580,Goblin and Coins,1.99,1.99,1.99,,1.99,1.99,1.99,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
495290,AccuRC 2,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,,49.99,,,49.99,,49.99,49.99,49.99,49.99,,,,,,,,,,,,,,,,,,
1404560,Yerba Mate Tycoon,4.99,4.99,,,4.99,,,,,,,4.99,,4.99,,,,,,,,4.99,,,,,,,,,,,,,,
354920,Pester,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336240,Typoman,9.99,9.99,9.99,,9.99,9.99,9.99,9.99,9.99,,,,,,,9.99,,,,,,,,,,,,,,,,,,,,
474010,The NADI Project,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867210,Songs of Conquest,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,29.99,29.99,29.99,29.99,,,,29.99,,,,,,,,,,,,,,,,,,,,
1035930,Nyasha,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656450,Alien Hallway 2,4.99,4.99,,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665270,å¼¹å¹•éŸ³ä¹ç»˜ ï½žé£Žé›·å¹»å¥æ›²ï½ž / Barrage Musical  ~A Fantasy of Tempest~,9.99,9.99,,,,,,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
31890,Nancy DrewÂ®: Secret of the Scarlet Hand,6.99,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571740,Golf It!,8.99,8.99,8.99,,8.99,8.99,8.99,8.99,,,8.99,,,,8.99,,,,,,,,,,,,8.99,,,,,,,,,
257170,Rebuild 3: Gangs of Deadsville,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247000,Talisman: Digital Edition,6.99,6.99,6.99,6.99,6.99,6.99,6.99,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,
540510,ISLANDS: Non-Places,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296610,Peglin,19.99,19.99,19.99,,19.99,,19.99,19.99,19.99,19.99,19.99,19.99,,,,19.99,,19.99,,,,19.99,,,,,19.99,,,,,,,,,
388840,CATS!,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304090,Cannibal Crossing,19.99,19.99,,,,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498310,RPG in a Box,29.99,29.99,29.99,,29.99,29.99,29.99,29.99,29.99,,,,,,,29.99,,29.99,,,,,,,,,,,,,,,,,,
253750,Ikaruga,9.99,9.99,,,,,,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270110,Block Storyâ„¢,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,,2.99,,,2.99,,,,,,,2.99,,,,,,,,,,,,,
299400,XING: The Land Beyond,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777240,Tren0,1.49,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
215690,Zeno Clash 2,14.99,14.99,14.99,14.99,14.99,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215430,Make Me LAG,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33930,Arma 2: Operation Arrowhead,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,,19.99,,,,,,,,,,,,,,,,,,,,,
1213370,Mr. Fast,0.99,0.99,,,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,
539270,Mahjong,9.99,9.99,9.99,9.99,9.99,9.99,,,,,,,,,,,,9.99,,,,,,,,,,,,,,,,,,
1739880,Blood And Zombies,10.04,10.04,,10.04,10.04,,10.04,,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
421190,Larcenauts,29.99,29.99,29.99,,29.99,29.99,,29.99,29.99,,29.99,,,,,,,,,,,,,,,,,,,,,,,,,
870290,The Miskatonic,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788970,Hidden Object Adventure: Captain Nemo. Objets CachÃ©s,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,,2.99,2.99,,2.99,,,,,,,,,,,,,,,
302670,Call to Arms,14.99,14.99,14.99,14.99,14.99,14.99,14.99,,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
384500,Zombie Party,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417010,Shrine II,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751590,Dinosaurs A Prehistoric Adventure,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671800,Run!ZombieFood!,2.79,2.79,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361860,Toilet Management Simulator,6.99,6.99,,,6.99,,6.99,,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,
1330660,Train Life: A Railway Simulator,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,19.99,,,,,,,,,,,,,,,,,,
425160,Recursion Deluxe,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966900,20 Minutes Till Dawn,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,,2.99,,2.99,,2.99,,,,,,2.99,,,,,,,,,,,,,,
705150,Rhythm World - Master Project,4.99,4.99,,,,,,4.99,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,
294370,Crowntakers,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,,,,9.99,,,,,,,,,,,,,,,,,,,,,,,,
280010,Gunjitsu,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486850,Card of spirits,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,
428510,Solitaire Christmas. Match 2 Cards,4.99,4.99,4.99,,4.99,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567320,VThree,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934840,FrostRunner,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434130,Witch and Hero(é­”å¥³ã¨å‹‡è€…),4.99,4.99,,,,,,4.99,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,
402980,Osteya,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,HeXen II,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734320,Brutal Orchestra,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021670,æœºé€€æ€ªå…½,2.19,,,,,,,,2.19,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,
613730,Need For Drink,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,,,0.99,0.99,,,0.99,0.99,,,,,,,,
503160,Angels & Demigods - SciFi VR Visual Novel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142080,Pawnbarian,9.99,9.99,9.99,9.99,,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,,,9.99,9.99,,,9.99,,,,9.99,,,9.99,,,9.99,,,,,,
498040,The Hidden Dragon,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454070,Boundel: The Second Era,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758570,TOMORROW DON'T COME - Puzzling Depression,2.39,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Disciples II: Gallean's Return,1.39,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454160,Dark Fear,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944430,The Last Friend,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641960,BOXVR,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,,,,29.99,,29.99,,,,,,,,,,,,,,,,,,
458630,Political Animals,14.99,14.99,14.99,14.99,14.99,14.99,,,14.99,,,14.99,,,,,,,,,,,,,,,,,,,,,,,,
1082890,Viking Vengeance,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45000,Sol Survivor,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209790,Splice,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688740,Fractured Minds,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,,1.99,1.99,,,,1.99,,,,,,,,,,,,,,,,,,,,
1269550,KillSteel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288930,The Charnel House Trilogy,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978470,Clicker: Glad Valakas,0.71,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569720,TUNNEL DIVERS,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312780,Way of the Samurai 4,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Ricochet,4.99,4.99,4.99,4.99,4.99,4.99,4.99,,4.99,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,
787040,Perfect Heist,4.99,4.99,4.99,,4.99,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410290,Acorn Assault: Rodent Revolution,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414160,Nubarron: The adventure of an unlucky gnome,9.99,9.99,,,,9.99,,,,,,,,,,,,,,,,9.99,,,,,,,,,,,,,,
375200,Sakura Fantasy,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301980,Disney Pirates of the Caribbean: At Worlds End,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,19.99,19.99,,19.99,19.99,,19.99,,,,,,,,,,,,,,,,,,
684410,Bridge Constructor Portal,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,,1.99,1.99,1.99,,,1.99,1.99,,,,,,,,,,,,,,,,,
300970,Fiesta Online NA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157250,Anomaly Zone,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545540,The Infectious Madness of Doctor Dekker,8.99,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418340,RWBY: Grimm Eclipse,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,,19.99,,,,,,,,,,,,,,,,,,,,
1381440,80's OVERDRIVE,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767930,Assault Spy,19.99,19.99,,,,,,19.99,,,,,,,,19.99,,,,,,19.99,,,,,,,,,,,,,,
490910,Control Craft 3,4.99,4.99,4.99,,4.99,4.99,4.99,4.99,4.99,4.99,,,,,,,,,,,,4.99,,,,,,,,,,,,,,
1911390,Knightfall: A Daring Journey,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388980,Race Track Builder,59.99,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39500,GothicÂ® 3,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,,,,9.99,,,,,,,,,,,,,,,,,,,,,,,,
427810,CALENDULA,6.99,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25620,Eschalon: Book II,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573320,Underhero,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327500,Zenzizenzic,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428180,Islet Online,16.99,16.99,,,,,16.99,,16.99,,16.99,,,,,,,,,,,,,,,,,,,,,,,,,
369830,Toonstruck,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328880,Space Legends: At the Edge of the Universe,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,,,,9.99,,,9.99,9.99,,9.99,,,,,,,,,,,,,,,,,,
337320,Paint the Town Red,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,,,,,,
509770,PostCollapse,7.99,7.99,,,7.99,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543260,Wonder Boy: The Dragon's Trap,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,,,,19.99,,,,,,,,,,,19.99,,,,,,,,,
723270,Rumu,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97120,Kohan: Ahriman's Gift,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135910,Hunting Simulator 2,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,,,,39.99,,,,,,,,,,,,,,,,,,,,
743390,DISTRAINT 2,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,,8.99,8.99,,8.99,,8.99,,,,,,,,8.99,,,,,,,,,,,,
509570,In Celebration of Violence,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306370,World of Subways 1 â€“ The Path,9.99,9.99,,,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617030,Landless,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639930,Last Days,2.99,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
977810,THE ENIGMA MACHINE,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379640,Bloo Kid 2,3.99,3.99,3.99,3.99,3.99,3.99,3.99,,,,,,3.99,,,,,3.99,,,,,,,,,,,,,,,,,,
1776970,Tsuki ni Yorisou Otome no Sahou,39.99,,,,,,,39.99,39.99,39.99,,,,,,,,,,,,,,,,,,,,,,,,,,
1611460,Hide and Run,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163930,Dragon Forge,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,19.99,,,,19.99,,,,,,,,19.99,,,,,,,,,,,,
261700,Eryi's Action,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423120,Community College Hero: Trial by Fire,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608110,Null Vector,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106840,Hydroneer,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,9.99,9.99,,9.99,9.99,9.99,,9.99,,,9.99,,,,,9.99,,,,,,,,,,
1040490,Prologue for a Vacant Kingdom,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241510,The Test,1.59,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357650,Project Explore,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6840,Commandos 3: Destination Berlin,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418460,Rising Storm 2: Vietnam,24.99,24.99,24.99,,24.99,24.99,24.99,24.99,24.99,,24.99,,,24.99,,24.99,,,,,,,,,,,,,,,,,,,,
1345870,Franchise Hockey Manager 7,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342040,Sylphy and the Sleepless Island,19.99,19.99,,,,,,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
943260,Stranded Sails - Explorers of the Cursed Islands,24.99,24.99,24.99,24.99,24.99,24.99,,24.99,24.99,,,,,,,24.99,,,,,,,,,,,,,,,,,,,,
259340,Chicken Shoot Gold,6.99,6.99,6.99,6.99,6.99,6.99,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,
2600,Vampire: The Masquerade - Bloodlines,19.99,19.99,19.99,,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554550,Unlock The Cat,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546340,"Dynamic Very, Very, Hard game!!",0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377160,Fallout 4,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,,19.99,,,,19.99,,,,,,,,,,,,,,,,,,,,
1333920,"A Place, Forbidden",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645290,Mechanism,12.99,12.99,12.99,,12.99,,12.99,,12.99,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,
510840,Evolvation,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,9.99,9.99,,9.99,9.99,,9.99,9.99,,9.99,9.99,,9.99,9.99,,,,9.99,9.99,,,,,,,,,
830980,Doodle Date,1.99,1.99,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496620,Monster Slayers,8.99,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465500,Hero Puzzle,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165870,Mahou Arms,29.99,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23450,Grand Ages: Rome,9.99,9.99,9.99,,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426450,Age of Darkness: Final Stand,21.99,21.99,21.99,,21.99,,21.99,,21.99,,,21.99,,,,,,,,,,,,,,,,,,,,,,,,
878670,Shenmue III,29.99,29.99,29.99,29.99,29.99,29.99,,29.99,29.99,29.99,,,,,,29.99,,,,,,,,,,,,,,,,,,,,
1368860,åƒç´ å¥³å‹,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
380220,Hover Junkers,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226990,Mechanica,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720560,Vigil: The Longest Night,21.99,21.99,,,21.99,,21.99,21.99,21.99,21.99,21.99,,21.99,,,21.99,,,,,,,,,,,,,,,,,,,,
1174720,SwarmZ,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578540,Perfect Gold - Yuri Visual Novel,7.99,7.99,,,7.99,,7.99,,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,
778610,Foto Flash,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278490,Aveyond 3-2: Gates of Night,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228200,Company of Heroes,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,19.99,19.99,,,19.99,,,,,,,,,,,,,,,,,,,,,
1889640,The Backrooms: Survival,6.99,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
